,_id,similarity_scores
763,763,"[(763, 0.99999976), (88, 0.72666466), (868, 0.7222464), (664, 0.71138984), (128, 0.70986223), (0, 0.70188177), (354, 0.7003174), (408, 0.69642556), (65, 0.69429237), (935, 0.69280183)]"
764,764,"[(764, 0.99999994), (592, 0.70015), (730, 0.67621356), (114, 0.6400047), (338, 0.6234609), (44, 0.6169969), (357, 0.6163647), (99, 0.58762956), (575, 0.5874679), (749, 0.5854725)]"
765,765,"[(765, 1.0000001), (633, 0.71160436), (812, 0.7022418), (506, 0.7009103), (471, 0.6864064), (395, 0.6799708), (752, 0.67933404), (947, 0.6751191), (922, 0.6730223), (605, 0.6727647)]"
766,766,"[(766, 1.0000002), (235, 0.7094285), (278, 0.65904367), (359, 0.6543471), (372, 0.6427867), (92, 0.640594), (757, 0.6369165), (30, 0.63646317), (138, 0.6332117), (124, 0.62946683)]"
767,767,"[(767, 1.0000001), (853, 0.84327054), (27, 0.8015139), (663, 0.7936956), (930, 0.7873846), (194, 0.78630406), (762, 0.7860819), (474, 0.78593385), (856, 0.7859103), (177, 0.78460515)]"
768,768,"[(768, 1.0), (853, 0.8882122), (55, 0.8675749), (983, 0.8622848), (474, 0.85673034), (931, 0.855722), (663, 0.8530617), (602, 0.84139836), (665, 0.8389297), (718, 0.83612823)]"
769,769,"[(769, 1.0000001), (819, 0.7193483), (461, 0.64599264), (296, 0.63675106), (821, 0.63641226), (395, 0.6322236), (387, 0.61451477), (531, 0.61287105), (135, 0.6099051), (639, 0.6071025)]"
770,770,"[(770, 0.9999998), (656, 0.7471489), (505, 0.733074), (241, 0.73293996), (674, 0.73112), (272, 0.72978115), (61, 0.7243217), (964, 0.72128415), (961, 0.71989155), (938, 0.714285)]"
771,771,"[(771, 1.0000002), (409, 0.7338971), (620, 0.7293613), (755, 0.7179047), (758, 0.71326494), (672, 0.7124648), (603, 0.7101558), (158, 0.7035121), (506, 0.70299715), (843, 0.7020923)]"
772,772,"[(772, 0.9999998), (192, 0.8014991), (93, 0.7385712), (963, 0.70694804), (38, 0.70014656), (475, 0.6893375), (179, 0.6843401), (315, 0.6814914), (7, 0.67770994), (776, 0.672139)]"
773,773,"[(773, 1.0000001), (896, 0.7117094), (543, 0.6974805), (709, 0.6926532), (269, 0.68766356), (774, 0.6826649), (370, 0.6816737), (659, 0.6761091), (288, 0.673439), (926, 0.6637678)]"
774,774,"[(774, 1.0), (436, 0.82130325), (424, 0.7924166), (659, 0.7771593), (48, 0.7764309), (709, 0.77562404), (555, 0.77115047), (691, 0.76450014), (543, 0.7618247), (896, 0.7448821)]"
775,775,"[(775, 1.0000002), (244, 0.759613), (364, 0.7339028), (210, 0.69421226), (515, 0.6903968), (938, 0.6842629), (33, 0.6811161), (653, 0.68069565), (968, 0.68028533), (431, 0.67845637)]"
776,776,"[(776, 1.0000002), (850, 0.7867429), (6, 0.78357124), (181, 0.77849996), (983, 0.77789843), (111, 0.7670056), (194, 0.7666519), (999, 0.7646866), (622, 0.7607294), (405, 0.76043665)]"
777,777,"[(777, 0.9999999), (362, 0.91010725), (663, 0.8008502), (55, 0.7942643), (784, 0.78917855), (999, 0.7810676), (751, 0.7729969), (548, 0.77129906), (412, 0.76824105), (737, 0.767365)]"
778,778,"[(778, 1.0), (427, 0.69889194), (468, 0.6942207), (224, 0.6932832), (184, 0.6909931), (505, 0.6634362), (454, 0.66002184), (959, 0.65911484), (88, 0.6570219), (726, 0.6498821)]"
779,779,"[(779, 1.0000001), (635, 0.7977218), (11, 0.6805131), (61, 0.6589359), (879, 0.6499996), (589, 0.6473593), (941, 0.6452223), (970, 0.6398072), (820, 0.63638943), (142, 0.63458574)]"
780,780,"[(780, 1.0), (533, 0.7229837), (446, 0.7223151), (386, 0.7071175), (551, 0.70556456), (240, 0.7055266), (82, 0.6996602), (806, 0.6981752), (754, 0.69427514), (137, 0.69423676)]"
781,781,"[(781, 1.0), (947, 0.7778588), (920, 0.77321637), (36, 0.77145505), (307, 0.7713837), (506, 0.76958406), (382, 0.76032865), (740, 0.75463957), (168, 0.75289035), (455, 0.7476172)]"
782,782,"[(782, 1.0), (39, 0.83567643), (853, 0.82501066), (963, 0.8204949), (663, 0.81196964), (308, 0.8041128), (856, 0.7953191), (811, 0.7943604), (177, 0.7907989), (791, 0.78961134)]"
783,783,"[(783, 1.0), (707, 0.72992265), (374, 0.7288166), (935, 0.69636285), (672, 0.69141483), (158, 0.6912289), (761, 0.6866001), (771, 0.6820806), (881, 0.68145), (734, 0.6730039)]"
784,784,"[(784, 0.99999976), (412, 0.78995234), (777, 0.78917855), (30, 0.7726929), (129, 0.7683531), (294, 0.76759434), (507, 0.7645402), (104, 0.7566683), (74, 0.7565542), (445, 0.7525437)]"
785,785,"[(785, 1.0), (293, 0.7555938), (51, 0.75078344), (158, 0.741541), (897, 0.7365669), (154, 0.732644), (759, 0.72791755), (265, 0.72653174), (682, 0.7242414), (504, 0.72276324)]"
786,786,"[(786, 1.0000002), (689, 0.79475296), (880, 0.78532654), (89, 0.77995616), (588, 0.7783655), (812, 0.76410335), (759, 0.764045), (202, 0.76328266), (656, 0.7598252), (670, 0.7592248)]"
787,787,"[(787, 1.0000001), (457, 0.7936213), (447, 0.7756915), (422, 0.77094495), (392, 0.7686507), (841, 0.76522875), (689, 0.75430787), (726, 0.75340104), (633, 0.7513791), (454, 0.7478896)]"
788,788,"[(788, 1.0000001), (883, 0.8754588), (689, 0.8285664), (98, 0.8171205), (53, 0.787264), (880, 0.7853176), (759, 0.78207326), (442, 0.7784149), (91, 0.7735959), (468, 0.77108884)]"
789,789,"[(789, 1.0000001), (455, 0.8252292), (448, 0.7942731), (386, 0.75526595), (82, 0.7490436), (307, 0.748182), (50, 0.7446561), (377, 0.7430886), (113, 0.7414396), (210, 0.73764974)]"
790,790,"[(790, 0.99999994), (840, 0.813702), (856, 0.78381103), (746, 0.7608465), (691, 0.75849825), (74, 0.75725454), (848, 0.7532886), (16, 0.7485423), (684, 0.7439853), (663, 0.7423446)]"
791,791,"[(791, 0.99999976), (177, 0.84423673), (663, 0.8393948), (55, 0.8268108), (961, 0.8214432), (811, 0.81901205), (895, 0.81854), (308, 0.8125118), (983, 0.8123431), (863, 0.80788296)]"
792,792,"[(792, 1.0), (288, 0.7214471), (363, 0.6876925), (941, 0.67928076), (994, 0.67885536), (909, 0.67546225), (391, 0.67339844), (960, 0.6698897), (616, 0.6682477), (721, 0.66107345)]"
793,793,"[(793, 1.0), (88, 0.72942555), (197, 0.72860706), (810, 0.7222087), (100, 0.72017384), (472, 0.7182881), (240, 0.71399486), (689, 0.71233857), (903, 0.70950425), (65, 0.7077259)]"
794,794,"[(794, 0.99999976), (731, 0.73520565), (183, 0.7221481), (923, 0.72026896), (386, 0.71120125), (551, 0.7083367), (697, 0.69888735), (918, 0.69823563), (572, 0.6962646), (961, 0.6937722)]"
795,795,"[(795, 0.9999998), (441, 0.77721643), (335, 0.76683116), (49, 0.7653687), (165, 0.7621673), (368, 0.761456), (963, 0.758289), (308, 0.75449836), (930, 0.7482473), (510, 0.7414273)]"
796,796,"[(796, 1.0), (241, 0.789012), (696, 0.75317496), (607, 0.751734), (663, 0.7481862), (369, 0.7458685), (961, 0.7428565), (522, 0.74094915), (702, 0.73806024), (601, 0.7379935)]"
797,797,"[(797, 1.0), (424, 0.8192166), (12, 0.79875624), (691, 0.7709581), (436, 0.76725876), (904, 0.762488), (470, 0.76124847), (642, 0.75296986), (663, 0.74821305), (177, 0.74681413)]"
798,798,"[(798, 1.0), (978, 0.79117703), (959, 0.76223147), (912, 0.75049955), (994, 0.7441719), (128, 0.7437931), (269, 0.740432), (908, 0.7395005), (225, 0.7309426), (307, 0.7288139)]"
799,799,"[(799, 0.9999999), (732, 0.7718303), (455, 0.75772744), (252, 0.7543139), (656, 0.7464355), (689, 0.73010135), (572, 0.728096), (895, 0.72506064), (759, 0.7243787), (377, 0.72278214)]"
800,800,"[(800, 1.0), (895, 0.83204544), (968, 0.82029855), (529, 0.81769896), (307, 0.80407816), (305, 0.80399466), (494, 0.80198735), (4, 0.78515244), (841, 0.78419745), (572, 0.78312105)]"
801,801,"[(801, 1.0), (935, 0.63189286), (95, 0.59916943), (593, 0.590889), (517, 0.5890658), (253, 0.58422446), (344, 0.5739045), (945, 0.57248825), (855, 0.56263), (374, 0.55459607)]"
802,802,"[(802, 1.0000001), (901, 0.81469285), (979, 0.77566296), (627, 0.7701112), (162, 0.7448385), (666, 0.7385938), (849, 0.7165903), (337, 0.71655905), (194, 0.71234477), (155, 0.710845)]"
803,803,"[(803, 1.0), (913, 0.6806849), (141, 0.66534114), (679, 0.6609857), (969, 0.6566532), (813, 0.65024316), (636, 0.632342), (65, 0.6271272), (421, 0.6212789), (830, 0.6200114)]"
804,804,"[(804, 1.0000002), (866, 0.78488976), (121, 0.768672), (76, 0.7578632), (670, 0.7427634), (365, 0.73458195), (911, 0.7341894), (732, 0.72830534), (276, 0.7263547), (94, 0.72232074)]"
805,805,"[(805, 0.9999999), (879, 0.68428624), (250, 0.67497253), (984, 0.6503704), (826, 0.64589536), (744, 0.6279768), (366, 0.61901), (753, 0.6168512), (807, 0.6093674), (417, 0.60867214)]"
806,806,"[(806, 1.0000002), (533, 0.8109482), (490, 0.7994975), (440, 0.7943083), (504, 0.77135694), (989, 0.7638997), (736, 0.76202524), (98, 0.761533), (284, 0.7557086), (670, 0.7551092)]"
807,807,"[(807, 1.0000002), (14, 0.74607766), (366, 0.73885626), (493, 0.73882604), (168, 0.7263423), (217, 0.7188948), (474, 0.7181126), (477, 0.71784043), (740, 0.7178279), (451, 0.71727693)]"
808,808,"[(808, 1.0), (574, 0.78775305), (450, 0.7410009), (874, 0.7065031), (589, 0.69653714), (995, 0.6815672), (420, 0.6742963), (576, 0.6727234), (743, 0.66835946), (292, 0.6658783)]"
809,809,"[(809, 0.99999994), (665, 0.83735335), (337, 0.8301059), (666, 0.8253574), (37, 0.81865656), (335, 0.80947715), (953, 0.80663145), (474, 0.80626), (849, 0.8020965), (921, 0.79785585)]"
810,810,"[(810, 1.0), (61, 0.746462), (88, 0.736765), (752, 0.7357199), (788, 0.726476), (495, 0.7255801), (439, 0.72280186), (793, 0.7222087), (417, 0.7205449), (532, 0.7173756)]"
811,811,"[(811, 1.0000002), (663, 0.83534336), (791, 0.81901205), (693, 0.81580186), (853, 0.81508106), (782, 0.7943604), (768, 0.791023), (283, 0.78264296), (39, 0.7811145), (30, 0.7787673)]"
812,812,"[(812, 1.0), (455, 0.81408364), (689, 0.8135476), (791, 0.79038703), (895, 0.78653437), (880, 0.78310126), (73, 0.7816272), (926, 0.78146935), (189, 0.7813828), (572, 0.7811433)]"
813,813,"[(813, 1.0000001), (759, 0.7801851), (429, 0.7671483), (349, 0.76602596), (293, 0.7658669), (392, 0.7642616), (752, 0.75550425), (897, 0.7547891), (200, 0.7498282), (398, 0.7407123)]"
814,814,"[(814, 1.0000001), (55, 0.84088284), (283, 0.8357638), (194, 0.8273369), (666, 0.81961834), (768, 0.81404257), (308, 0.81340754), (961, 0.80994004), (362, 0.8054562), (177, 0.803859)]"
815,815,"[(815, 0.99999976), (586, 0.7322061), (266, 0.7075949), (446, 0.699107), (388, 0.69444466), (143, 0.68841285), (311, 0.6700342), (430, 0.66362345), (670, 0.66230583), (631, 0.66119355)]"
816,816,"[(816, 0.9999999), (311, 0.67050827), (590, 0.66721135), (574, 0.6426281), (721, 0.64223945), (836, 0.6405684), (933, 0.6194536), (171, 0.6183486), (572, 0.61520815), (135, 0.61347914)]"
817,817,"[(817, 1.0000002), (855, 0.62115526), (457, 0.6128044), (188, 0.6030716), (213, 0.5872729), (363, 0.578856), (454, 0.5670965), (381, 0.5650332), (830, 0.56143767), (787, 0.55223614)]"
818,818,"[(818, 0.99999994), (180, 0.8001619), (926, 0.78763175), (997, 0.7857648), (895, 0.7851074), (558, 0.77842295), (555, 0.77807176), (4, 0.776436), (307, 0.77604294), (50, 0.7696534)]"
819,819,"[(819, 1.0), (395, 0.8074591), (135, 0.73677087), (769, 0.7193483), (277, 0.7122121), (387, 0.7013536), (576, 0.6878439), (633, 0.67702615), (704, 0.6760459), (531, 0.6589848)]"
820,820,"[(820, 1.0), (622, 0.73805124), (25, 0.7338617), (180, 0.7234743), (718, 0.7047955), (345, 0.6883284), (147, 0.6824915), (952, 0.6756723), (83, 0.67156106), (673, 0.6698199)]"
821,821,"[(821, 1.0000002), (553, 0.78572536), (956, 0.73980963), (936, 0.73853827), (615, 0.7246505), (528, 0.7188605), (640, 0.716316), (812, 0.7140354), (897, 0.7118931), (163, 0.7048184)]"
822,822,"[(822, 1.0), (423, 0.7121521), (717, 0.67473245), (93, 0.6710314), (544, 0.6621111), (457, 0.6604759), (573, 0.6514932), (997, 0.6490636), (138, 0.64534473), (799, 0.6427064)]"
823,823,"[(823, 1.0000001), (568, 0.612654), (209, 0.58380467), (916, 0.58101606), (117, 0.576996), (18, 0.5623196), (845, 0.56106687), (8, 0.5591835), (972, 0.55817753), (79, 0.5537732)]"
824,824,"[(824, 1.0000001), (79, 0.7626718), (849, 0.7483315), (287, 0.73690164), (663, 0.72415143), (882, 0.72173035), (162, 0.72058743), (784, 0.71858835), (263, 0.7182488), (268, 0.71744657)]"
825,825,"[(825, 0.99999994), (594, 0.8227259), (332, 0.76096886), (857, 0.7580857), (728, 0.7521103), (200, 0.7515401), (590, 0.7451544), (158, 0.7213175), (398, 0.717328), (948, 0.7164324)]"
826,826,"[(826, 0.9999999), (82, 0.81480724), (879, 0.73614085), (957, 0.73312205), (753, 0.7280066), (933, 0.71680146), (93, 0.7116394), (474, 0.710173), (984, 0.7091816), (606, 0.69769025)]"
827,827,"[(827, 0.9999999), (527, 0.77710676), (4, 0.76520747), (263, 0.7620164), (436, 0.760136), (136, 0.75703907), (659, 0.75462496), (55, 0.74915516), (1, 0.7470667), (849, 0.7454512)]"
828,828,"[(828, 1.0), (382, 0.8163873), (977, 0.7800783), (194, 0.7772426), (103, 0.77302474), (557, 0.76959395), (687, 0.76263237), (767, 0.7614271), (558, 0.74756855), (348, 0.74123347)]"
829,829,"[(829, 0.9999999), (528, 0.7913501), (442, 0.7793336), (620, 0.76949966), (633, 0.7651129), (598, 0.75774616), (391, 0.756416), (240, 0.7540561), (615, 0.75105506), (533, 0.7510269)]"
830,830,"[(830, 0.99999976), (457, 0.777354), (726, 0.7766188), (439, 0.71690035), (421, 0.71297765), (829, 0.7098032), (787, 0.7052872), (973, 0.7051044), (689, 0.7048697), (978, 0.70463544)]"
831,831,"[(831, 0.99999976), (924, 0.58959424), (157, 0.573292), (124, 0.56244886), (18, 0.54514766), (507, 0.54493046), (692, 0.5433292), (974, 0.5397433), (956, 0.53271925), (757, 0.52943444)]"
832,832,"[(832, 1.0000002), (46, 0.8410738), (616, 0.7124844), (40, 0.6766263), (500, 0.6760168), (225, 0.6706648), (496, 0.6653532), (997, 0.66470206), (554, 0.66441), (461, 0.6634092)]"
833,833,"[(833, 1.0), (964, 0.75558484), (227, 0.73124564), (630, 0.72917044), (537, 0.725218), (932, 0.7131107), (977, 0.71039987), (463, 0.7028663), (678, 0.6972382), (73, 0.6967651)]"
834,834,"[(834, 0.99999994), (702, 0.8023895), (28, 0.8013568), (961, 0.7886462), (520, 0.7835794), (382, 0.7833752), (767, 0.78269273), (48, 0.7824882), (708, 0.7794273), (145, 0.7725164)]"
835,835,"[(835, 1.0), (384, 0.6460848), (63, 0.58918726), (844, 0.5882841), (23, 0.5808012), (772, 0.57895315), (993, 0.57678384), (711, 0.56909263), (743, 0.5683068), (150, 0.56818426)]"
836,836,"[(836, 1.0), (261, 0.74194455), (857, 0.7415184), (533, 0.7270248), (590, 0.72312284), (311, 0.71873116), (995, 0.7161026), (563, 0.7158408), (972, 0.7144236), (392, 0.7085013)]"
837,837,"[(837, 1.0000001), (344, 0.61020076), (530, 0.60091734), (517, 0.5920855), (560, 0.582506), (117, 0.5799538), (209, 0.5756108), (589, 0.57279605), (373, 0.5719705), (763, 0.5704348)]"
838,838,"[(838, 0.9999999), (121, 0.6965546), (263, 0.6941632), (824, 0.69316435), (143, 0.68852305), (79, 0.67642915), (136, 0.6748438), (238, 0.6728519), (674, 0.6706431), (83, 0.66754687)]"
839,839,"[(839, 1.0), (493, 0.87550527), (746, 0.86464345), (473, 0.81165475), (477, 0.80700004), (60, 0.8048706), (109, 0.8042444), (16, 0.798404), (339, 0.7915775), (29, 0.78480387)]"
840,840,"[(840, 1.0), (790, 0.813702), (424, 0.8006859), (84, 0.79965436), (848, 0.7986077), (737, 0.7975801), (343, 0.7972859), (691, 0.797238), (856, 0.79283416), (722, 0.77336097)]"
841,841,"[(841, 1.0000002), (19, 0.8326326), (689, 0.81760716), (455, 0.80367273), (519, 0.8017283), (656, 0.80068016), (98, 0.80061597), (505, 0.799683), (962, 0.793278), (968, 0.7866132)]"
842,842,"[(842, 0.9999999), (35, 0.70747995), (978, 0.6852697), (121, 0.6768489), (966, 0.66777384), (745, 0.6550239), (988, 0.65145004), (76, 0.6469207), (786, 0.6383872), (804, 0.6371548)]"
843,843,"[(843, 0.99999994), (642, 0.8471966), (96, 0.83941466), (166, 0.8237597), (522, 0.8124528), (906, 0.8107605), (194, 0.81070054), (999, 0.8049728), (681, 0.8005837), (14, 0.79546547)]"
844,844,"[(844, 1.0), (970, 0.8022311), (241, 0.7809281), (941, 0.7784958), (171, 0.75763065), (47, 0.74138683), (63, 0.7377975), (68, 0.7346944), (163, 0.7344121), (812, 0.7323296)]"
845,845,"[(845, 1.0000001), (900, 0.7578087), (972, 0.7536217), (9, 0.73978245), (800, 0.7394774), (953, 0.72810584), (432, 0.7262163), (932, 0.72577417), (111, 0.72238785), (653, 0.7208619)]"
846,846,"[(846, 1.0), (93, 0.8176008), (548, 0.80806863), (695, 0.80562294), (449, 0.79031366), (39, 0.78442776), (320, 0.77959555), (812, 0.7789483), (856, 0.778062), (423, 0.7542448)]"
847,847,"[(847, 1.0), (335, 0.82401955), (708, 0.79574275), (963, 0.7931975), (111, 0.7903702), (569, 0.7858926), (77, 0.7743298), (953, 0.77323663), (999, 0.7706601), (983, 0.7702966)]"
848,848,"[(848, 1.0), (718, 0.82137245), (39, 0.81418514), (853, 0.8124242), (895, 0.8073884), (840, 0.7986077), (48, 0.79682755), (768, 0.79677886), (510, 0.79665434), (320, 0.7946831)]"
849,849,"[(849, 1.0), (666, 0.83291316), (953, 0.821668), (718, 0.8199481), (622, 0.80863273), (809, 0.8020965), (162, 0.79753137), (164, 0.78815246), (474, 0.7859453), (853, 0.7837638)]"
850,850,"[(850, 1.0), (776, 0.7867429), (522, 0.77245176), (368, 0.74667037), (16, 0.74350905), (599, 0.7429429), (645, 0.7419995), (409, 0.7418302), (308, 0.7334933), (230, 0.73298407)]"
851,851,"[(851, 0.9999997), (231, 0.71618176), (873, 0.68060243), (471, 0.66828394), (651, 0.6663793), (511, 0.66382533), (424, 0.6587031), (912, 0.656838), (251, 0.6547886), (527, 0.6547339)]"
852,852,"[(852, 1.0), (622, 0.7915833), (809, 0.78804994), (37, 0.771161), (162, 0.766453), (665, 0.7657213), (666, 0.7652246), (337, 0.76236665), (283, 0.7599716), (375, 0.7569115)]"
853,853,"[(853, 1.0000002), (768, 0.8882122), (665, 0.87019086), (666, 0.861704), (767, 0.84327054), (663, 0.84164655), (510, 0.8374977), (602, 0.837263), (931, 0.83694386), (900, 0.83693063)]"
854,854,"[(854, 0.99999976), (263, 0.79833746), (326, 0.76174045), (405, 0.7610053), (78, 0.7608109), (753, 0.75221884), (999, 0.7450653), (977, 0.74198234), (890, 0.73883057), (113, 0.7378874)]"
855,855,"[(855, 1.0000002), (972, 0.73414457), (995, 0.70294964), (206, 0.6965458), (425, 0.6752), (973, 0.6689086), (902, 0.66072464), (959, 0.6538124), (727, 0.6534439), (845, 0.64487517)]"
856,856,"[(856, 1.0000001), (663, 0.8570782), (548, 0.83762383), (28, 0.82971895), (963, 0.8238345), (362, 0.8236751), (445, 0.8219362), (762, 0.82045966), (93, 0.8156163), (308, 0.8156046)]"
857,857,"[(857, 0.99999994), (433, 0.78403646), (504, 0.7703146), (825, 0.7580857), (594, 0.7434925), (836, 0.7415184), (923, 0.7409148), (672, 0.73460555), (563, 0.73289967), (897, 0.7198891)]"
858,858,"[(858, 1.0), (102, 0.7359061), (5, 0.72617483), (263, 0.717245), (558, 0.7142341), (172, 0.70779765), (507, 0.6992355), (812, 0.69360757), (124, 0.68921477), (43, 0.68571985)]"
859,859,"[(859, 1.0), (656, 0.84147024), (504, 0.82590634), (386, 0.8113445), (428, 0.8051232), (759, 0.8026371), (374, 0.79745716), (455, 0.7930118), (98, 0.79197276), (526, 0.7910657)]"
860,860,"[(860, 1.0), (790, 0.73389304), (747, 0.7107036), (873, 0.6639724), (691, 0.659883), (84, 0.65288734), (564, 0.65036505), (840, 0.6483084), (235, 0.64370096), (345, 0.6435905)]"
861,861,"[(861, 1.0), (361, 0.81066287), (569, 0.7969901), (193, 0.77856684), (335, 0.76963055), (12, 0.7691667), (931, 0.7496124), (921, 0.7457656), (953, 0.74148065), (326, 0.7365049)]"
862,862,"[(862, 1.0), (715, 0.7392793), (912, 0.7325956), (598, 0.729993), (171, 0.72769517), (49, 0.72524804), (520, 0.7186036), (330, 0.7167864), (567, 0.7097266), (515, 0.7076173)]"
863,863,"[(863, 1.0), (680, 0.850204), (791, 0.80788296), (900, 0.7924814), (895, 0.78678775), (177, 0.7812265), (436, 0.7784753), (663, 0.7781285), (308, 0.77392745), (960, 0.77144736)]"
864,864,"[(864, 0.9999998), (81, 0.7700118), (321, 0.7671417), (791, 0.7641894), (444, 0.76137173), (696, 0.7585773), (961, 0.7575276), (980, 0.75611395), (762, 0.753436), (958, 0.7524035)]"
865,865,"[(865, 1.0), (691, 0.82582766), (31, 0.7986876), (424, 0.78097457), (62, 0.7581572), (990, 0.75170684), (436, 0.74031705), (177, 0.73924047), (774, 0.73486316), (48, 0.7338082)]"
866,866,"[(866, 0.9999999), (938, 0.8297949), (656, 0.81278974), (759, 0.8075577), (572, 0.78744054), (293, 0.78555834), (804, 0.78488976), (497, 0.78039926), (94, 0.7706009), (939, 0.76824033)]"
867,867,"[(867, 1.0), (488, 0.8338405), (75, 0.79993963), (207, 0.7973519), (106, 0.74939334), (271, 0.7435527), (746, 0.73632437), (286, 0.73379695), (476, 0.7313561), (366, 0.72168076)]"
868,868,"[(868, 1.0), (926, 0.75873864), (664, 0.73945355), (136, 0.73611975), (798, 0.72852963), (128, 0.7267648), (699, 0.7260914), (763, 0.7222464), (141, 0.7138546), (614, 0.7088693)]"
869,869,"[(869, 1.0), (49, 0.8141098), (123, 0.800547), (520, 0.7911557), (700, 0.78612363), (442, 0.76546735), (565, 0.75338984), (980, 0.75059795), (165, 0.745288), (440, 0.74509215)]"
870,870,"[(870, 1.0), (631, 0.7576127), (490, 0.75429463), (98, 0.7457354), (88, 0.7450378), (360, 0.73779094), (420, 0.7321893), (440, 0.7289666), (929, 0.72804534), (935, 0.7263746)]"
871,871,"[(871, 1.0), (997, 0.79066527), (439, 0.75967884), (50, 0.7534114), (533, 0.75168204), (98, 0.7496375), (926, 0.7496353), (446, 0.74603766), (144, 0.7449594), (281, 0.7416483)]"
872,872,"[(872, 1.0), (207, 0.7875869), (329, 0.72880954), (477, 0.71456474), (688, 0.70602506), (75, 0.705181), (493, 0.702844), (623, 0.69366145), (106, 0.6917517), (488, 0.6868327)]"
873,873,"[(873, 1.0000001), (376, 0.8077315), (62, 0.7481282), (604, 0.7416605), (511, 0.72995746), (790, 0.71698403), (717, 0.71666324), (892, 0.71629137), (108, 0.7160282), (527, 0.7150557)]"
874,874,"[(874, 0.9999999), (929, 0.7824569), (885, 0.77238315), (533, 0.76627946), (420, 0.7629914), (699, 0.7553409), (165, 0.7552078), (50, 0.7532685), (440, 0.7436589), (750, 0.7396754)]"
875,875,"[(875, 0.9999998), (769, 0.51045656), (704, 0.50346094), (135, 0.4834535), (629, 0.48337257), (501, 0.47580358), (530, 0.47550842), (819, 0.47242075), (258, 0.4628736), (703, 0.4611426)]"
876,876,"[(876, 0.9999999), (348, 0.76506686), (272, 0.7532389), (33, 0.7446048), (722, 0.7425672), (113, 0.73969066), (749, 0.7393807), (687, 0.7378706), (740, 0.7367635), (36, 0.73661745)]"
877,877,"[(877, 1.0000002), (649, 0.8196379), (782, 0.7450285), (308, 0.7277268), (800, 0.71189344), (818, 0.7076435), (853, 0.70468163), (494, 0.703762), (684, 0.7015245), (893, 0.7004585)]"
878,878,"[(878, 1.0), (69, 0.7797356), (989, 0.7729515), (194, 0.7638694), (222, 0.76034594), (888, 0.7583983), (880, 0.7575954), (788, 0.7571763), (607, 0.75631243), (448, 0.75518334)]"
879,879,"[(879, 1.0), (82, 0.78263676), (826, 0.73614085), (984, 0.7272292), (733, 0.7254045), (250, 0.72135687), (481, 0.70223707), (589, 0.7020315), (517, 0.6871078), (974, 0.68646175)]"
880,880,"[(880, 0.9999999), (689, 0.86185706), (588, 0.8414611), (926, 0.8054261), (201, 0.8003737), (505, 0.7941575), (989, 0.7923317), (786, 0.78532654), (788, 0.7853176), (726, 0.7851868)]"
881,881,"[(881, 1.0000001), (886, 0.766819), (704, 0.74617827), (741, 0.73784167), (219, 0.7266958), (639, 0.71688986), (384, 0.7079215), (672, 0.7046169), (923, 0.70176023), (23, 0.69695693)]"
882,882,"[(882, 1.0000001), (952, 0.7255399), (824, 0.72173035), (25, 0.7176286), (180, 0.717052), (62, 0.70457774), (663, 0.6890248), (91, 0.6846101), (79, 0.6819263), (182, 0.67894924)]"
883,883,"[(883, 0.99999994), (200, 0.87898886), (788, 0.8754588), (689, 0.8091471), (293, 0.7942073), (98, 0.7887542), (759, 0.7868482), (442, 0.776263), (981, 0.77332187), (962, 0.7732899)]"
884,884,"[(884, 1.0), (912, 0.7743934), (16, 0.721328), (651, 0.71263474), (687, 0.70355994), (984, 0.70217216), (715, 0.6997004), (840, 0.6996225), (739, 0.69757676), (908, 0.6945433)]"
885,885,"[(885, 1.0), (440, 0.80099165), (697, 0.7953253), (533, 0.7942139), (504, 0.79224014), (183, 0.7815732), (874, 0.77238315), (452, 0.7692473), (420, 0.7604394), (754, 0.75913787)]"
886,886,"[(886, 0.9999999), (504, 0.76836514), (759, 0.76736784), (881, 0.766819), (640, 0.7535604), (754, 0.75324667), (513, 0.748826), (712, 0.7442398), (885, 0.74397135), (293, 0.74291176)]"
887,887,"[(887, 0.99999994), (377, 0.7380168), (788, 0.7366064), (689, 0.7304059), (519, 0.728771), (545, 0.7270733), (88, 0.7270205), (172, 0.72585785), (994, 0.7239424), (554, 0.7217947)]"
888,888,"[(888, 0.99999976), (621, 0.8440819), (194, 0.80888474), (605, 0.80195224), (308, 0.80152345), (708, 0.79893905), (382, 0.7975733), (791, 0.7949208), (103, 0.7930435), (28, 0.7849493)]"
889,889,"[(889, 1.0), (977, 0.6869947), (357, 0.6844588), (527, 0.68204975), (555, 0.6795836), (378, 0.6795348), (87, 0.6786533), (840, 0.67663944), (424, 0.67518353), (848, 0.6735463)]"
890,890,"[(890, 1.0), (753, 0.8052753), (548, 0.7943651), (893, 0.78131056), (856, 0.7598111), (999, 0.75372076), (527, 0.7482188), (362, 0.7469615), (921, 0.74356395), (263, 0.74277675)]"
891,891,"[(891, 1.0000001), (156, 0.74059725), (471, 0.72420365), (902, 0.713173), (90, 0.7119775), (974, 0.69982415), (213, 0.69781446), (89, 0.69257367), (887, 0.6793186), (200, 0.6784092)]"
892,892,"[(892, 0.9999999), (270, 0.7622782), (376, 0.74871874), (873, 0.71629137), (70, 0.7136359), (976, 0.71014565), (401, 0.70946324), (513, 0.7006011), (758, 0.6988889), (158, 0.6926913)]"
